직종,세부직종,직무태그,근무경력,근무형태,근무지역,출신대학,대학전공,어학시험,자격증,대학성적,근무경력_원본,해외취업여부,근무지역1,근무지역2,근무지역3
재료·화학·섬유·의복,섬유·의복,"중국,의류,섬유,",12,계약직,"서울,부산,중국",신라대학교,중국,불확실,無,70.0,1년 0개월,x,서울,부산,중국
경영·기획·회계·사무,생산관리·품질관리·품질보증,"품질경영,인증관리,시스템구축",62,정규직,"경기,서울,",기타,산업,미응시,有,60.0,5년 2개월,x,경기,경기,경기
경영·기획·회계·사무,생산관리·품질관리·품질보증,기타,0,계약직,"서울,경기,",전주대학교,산업,미응시,無,70.0,0개월,x,서울,서울,서울
경영·기획·회계·사무,사무·총무·법무,"일반사무,기획",0,계약직,"서울,경기,",중앙대학교,경제,TOEIC,有,70.0,0개월,x,서울,서울,서울
전문·교육·자격,기타 전문·교육·자격,공항에서근무하고싶습니다.,8,계약직,"서울,제주,부산",동서대학교,정보,미응시,有,70.0,8개월,x,서울,제주,부산
건설·기계·전기·전자,건설·토목·건축설비,"건축자격증,cad",0,계약직,"광주,전남,전북",광주대학교,건축,미응시,無,70.0,0개월,x,광주,전남,전북
경영·기획·회계·사무,사무·총무·법무,"영업관리,총무,운전",0,계약직,"서울,경기,",기타,체육,미응시,無,70.0,0개월,x,서울,서울,서울
경영·기획·회계·사무,구매·자재사무,"외자,중국무역,해외영업,무역,무역사무,MR",86,정규직,"서울,중국,홍콩",경주대학교,영어,불확실,無,80.0,7년 2개월,x,서울,중국,홍콩
문화·예술·신문·방송,영상·음향·사진·카메라,"기획,인사,일반사무",0,계약직,"서울,서울,서울",인천대학교,무역,미응시,有,80.0,0개월,x,서울,서울,서울
전문·교육·자격,법률·법무·특허·상표,"법무,법률",0,계약직,"서울,경기,충북",한림대학교,법,미응시,無,80.0,0개월,x,서울,경기,충북
IT·게임,웹기획·웹마케팅·PM,"기술지원,컨설팅,개발",51,계약직,"서울,해외,전국",중앙대학교,제어,TOEIC,無,70.0,4년 3개월,x,서울,해외,전국
경영·기획·회계·사무,구매·자재사무,기타,15,정규직,"부산,경남,",동서대학교,경영,미응시,有,60.0,1년 3개월,x,부산,부산,부산
재료·화학·섬유·의복,화학·화공,"반도체,LCD,품질,분석,실험,",0,정규직,"경기,서울,전국",기타,화학,TOEIC,無,60.0,0개월,x,경기,서울,전국
경영·기획·회계·사무,비서·인포메이션·수행·안내,"비서,사무,",0,계약직,"서울,,",한성대학교,사학,미응시,無,50.0,0개월,x,서울,서울,서울
영업·판매·TM,해외영업,기타,0,계약직,"경기,서울,서울",기타,행정,미응시,無,70.0,0개월,x,경기,서울,서울
영업·판매·TM,영업·영업기획,기타,50,계약직,"경기,서울,",선문대학교,경영,미응시,無,70.0,4년 2개월,x,경기,경기,경기
경영·기획·회계·사무,비서·인포메이션·수행·안내,"영어,일본어,비서,인사,사무",8,계약직,"서울,서울,경기",호남대학교,경영,TOEIC,有,60.0,8개월,x,서울,서울,경기
재료·화학·섬유·의복,섬유·의복,VMD,96,계약직,"서울,서울,",성신여자대학교,금속,미응시,有,90.0,8년 0개월,x,서울,서울,서울
경영·기획·회계·사무,기타 경영·기획·회계·사무,"공무,일반관리,시공관리,기술영업,설계지원,자재,노무",0,계약직,"서울,경기,경기",상지대학교,화학,미응시,有,70.0,0개월,x,서울,경기,경기
경영·기획·회계·사무,구매·자재사무,"외자구매,무역,바이어관리,수출입,바이어상담,해외마케팅,통관,해외영업,거래처관리,영업기획,해외시장개척,수출입관리,수입,무역영어,무역실무,해외구매,수출입,수출",46,정규직,"서울,경기,해외",중앙대학교,경영,TOEIC,有,70.0,3년 10개월,x,서울,경기,해외
경영·기획·회계·사무,상담·고객지원,"법무,금융,채권",0,계약직,"서울,인천,경기",기타,행정,미응시,無,70.0,0개월,x,서울,인천,경기
경영·기획·회계·사무,사무·총무·법무,"일반사무관리,상담업무",0,계약직,"부산,부산,부산",동의대학교,경영,미응시,無,60.0,0개월,x,부산,부산,부산
디자인,제품·산업디자인,"3dmax,Rhino,CAD,photoshop,일러스트",0,계약직,"서울,경기,인천",동의대학교,디자인,미응시,無,80.0,0개월,x,서울,경기,인천
기술·과학·산업,연구개발·R&D,기타,0,정규직,"경기,서울,충북",기타,화학,TOEIC,無,60.0,0개월,x,경기,서울,충북
IT·게임,전산사무·전산관리,"일반사무,전산입력,사무보조,인바운드,고객지원",0,계약직,"서울,서울,서울",동덕여자대학교,정보,미응시,有,80.0,0개월,x,서울,서울,서울
경영·기획·회계·사무,물류·유통관리,"물류관리,유통,구매,자재,사무관리",38,계약직,"전북,충남,경기",호원대학교,전자,미응시,無,50.0,3년 2개월,x,전북,충남,경기
영업·판매·TM,기술영업,기술영업,0,계약직,"대전,충남,충북",한밭대학교,기계,미응시,無,70.0,0개월,x,대전,충남,충북
경영·기획·회계·사무,경영·기획·전략,"영어,MS-OFFICE",24,정규직,"서울,,",동덕여자대학교,경영,TOEIC,無,70.0,2년 0개월,x,서울,서울,서울
영업·판매·TM,해외영업,해외영업,103,계약직,"충남,경기,서울",기타,전자,미응시,無,80.0,8년 7개월,x,충남,경기,서울
영업·판매·TM,해외영업,"해외영업,수출,무역,해외무역,영업,무역사무",74,계약직,"서울,경기,전국",전주대학교,경영,TOEIC,有,70.0,6년 2개월,x,서울,경기,전국
경영·기획·회계·사무,경리·회계,"경리,회계,세무",0,계약직,"서울,경기,",성신여자대학교,수학,미응시,無,60.0,0개월,x,서울,서울,서울
IT·게임,웹프로그래머,"아키텍트,JAVA,DBA,웹,서버프로그래머,.Net,컨설팅",0,계약직,"서울,경기,",이화여자대학교,교육,TOEIC,無,70.0,0개월,x,서울,서울,서울
경영·기획·회계·사무,마케팅·마케팅기획,인재,0,계약직,"서울,서울,서울",중앙대학교,디자인,미응시,無,60.0,0개월,x,서울,서울,서울
디자인,그래픽디자인·CG,인재,0,계약직,"서울,서울,서울",중앙대학교,디자인,미응시,無,60.0,0개월,x,서울,서울,서울
IT·게임,웹프로그래머,"금융,JAVA,EJB,PL1,COBOL,JCL,CICS,ORACLE",0,계약직,"서울,대구,경북",중앙대학교,기계,TOEIC,有,70.0,0개월,x,서울,대구,경북
재료·화학·섬유·의복,섬유·의복,"디자이너,md,상품기획,buying,일본수출",156,"정규직, 계약직","서울,경기,일본",중앙대학교,의류,JLPT,有,70.0,13년 0개월,x,서울,경기,일본
경영·기획·회계·사무,사무·총무·법무,"사무,사회복지,행정",0,계약직,"인천,서울,경기",서울신학대학교,사회,미응시,有,80.0,0개월,x,인천,서울,경기
경영·기획·회계·사무,사무·총무·법무,비서&총무,0,계약직,"서울,서울,서울",서울여자대학교,정보,불확실,無,70.0,0개월,x,서울,서울,서울
경영·기획·회계·사무,인사·노무·교육·인재개발,"인사기획,평가보상",0,계약직,"서울,경기,",연세대학교,기타,미응시,無,70.0,0개월,x,서울,서울,서울
경영·기획·회계·사무,경리·회계,금융,0,계약직,"서울,경기,인천",동아대학교,무역,미응시,無,80.0,0개월,x,서울,경기,인천
경영·기획·회계·사무,인사·노무·교육·인재개발,기타,0,계약직,"경기,서울,중국",중앙대학교,경영,미응시,有,70.0,0개월,x,경기,서울,중국
경영·기획·회계·사무,사무·총무·법무,"총무,노무",84,정규직,"서울,경기,경기",상지대학교,회계,미응시,無,70.0,7년 0개월,x,서울,경기,경기
경영·기획·회계·사무,인사·노무·교육·인재개발,"서비스,secretary",0,계약직,"서울,경기,",동덕여자대학교,영어,미응시,無,70.0,0개월,x,서울,서울,서울
경영·기획·회계·사무,사무·총무·법무,"총무,경리,일반사무",19,계약직,"서울,,",동덕여자대학교,경영,미응시,有,80.0,1년 7개월,x,서울,서울,서울
IT·게임,"응용프로그래머(Unix,Linux,Java)","프로그래머,프로잭트매니져,증권사",0,계약직,"서울,,",한림대학교,유전,미응시,無,80.0,0개월,x,서울,서울,서울
영업·판매·TM,기술영업,기타,0,계약직,"서울,경기,서울",성균관대학교,전자,미응시,有,70.0,0개월,x,서울,경기,서울
영업·판매·TM,영업·영업기획,금융,208,계약직,"서울,서울,서울",서울여자대학교,경영,TOEIC,有,70.0,17년 4개월,x,서울,서울,서울
영업·판매·TM,영업·영업기획,금융,208,계약직,"서울,서울,서울",서울여자대학교,경영,TOEIC,有,70.0,17년 4개월,x,서울,서울,서울
영업·판매·TM,영업·영업기획,금융,208,계약직,"서울,서울,서울",서울여자대학교,경영,TOEIC,有,70.0,17년 4개월,x,서울,서울,서울
영업·판매·TM,영업·영업기획,금융,208,계약직,"서울,서울,서울",서울여자대학교,경영,TOEIC,有,70.0,17년 4개월,x,서울,서울,서울
영업·판매·TM,영업·영업기획,금융,208,계약직,"서울,서울,서울",서울여자대학교,경영,TOEIC,有,70.0,17년 4개월,x,서울,서울,서울
영업·판매·TM,영업·영업기획,금융,208,계약직,"서울,서울,서울",서울여자대학교,경영,TOEIC,有,70.0,17년 4개월,x,서울,서울,서울
영업·판매·TM,영업·영업기획,금융,208,계약직,"서울,서울,서울",서울여자대학교,경영,TOEIC,有,70.0,17년 4개월,x,서울,서울,서울
전문·교육·자격,금융·증권·투자,금융,208,계약직,"서울,서울,서울",서울여자대학교,경영,미응시,無,70.0,17년 4개월,x,서울,서울,서울
전문·교육·자격,교육·교사·교수·강사,영어교사,0,계약직,"서울,서울,서울",동덕여자대학교,보건,미응시,無,80.0,0개월,x,서울,서울,서울
IT·게임,"응용프로그래머(Unix,Linux,Java)","PL,PB,빌링,학사,파워빌더,C,ASP,JAVA",81,계약직,"서울,경기,미국",전주대학교,수학,미응시,無,70.0,6년 9개월,x,서울,경기,미국
경영·기획·회계·사무,경영·기획·전략,"전략기획,영업관리",0,계약직,"서울,경기,강원",세종대학교,경제,JPT,有,70.0,0개월,x,서울,경기,강원
디자인,그래픽디자인·CG,"편집디자인,맥디자인,CG,그래픽디자인,패키지디자인,photoShop,illustrator,QuackXpress",43,계약직,"서울,서울,서울",서울여자대학교,디자인,미응시,有,80.0,3년 7개월,x,서울,서울,서울
재료·화학·섬유·의복,화학·화공,"에너지,기술영업,에너지시설관리,감독",0,계약직,"제주,,",제주대학교,화학,미응시,無,70.0,0개월,x,제주,제주,제주
기타 직종,경비·보안·건물관리·미화,기타,62,계약직,"서울,경기,",한림대학교,체육,미응시,有,80.0,5년 2개월,x,서울,서울,서울
IT·게임,서버·네트워크·보안,"DB,ORACLE",0,계약직,"서울,강원,",전주대학교,산업,미응시,無,70.0,0개월,x,서울,서울,서울
IT·게임,웹프로그래머,기타,34,계약직,"경남,부산,서울",연세대학교,컴퓨터,미응시,無,50.0,2년 10개월,x,경남,부산,서울
재료·화학·섬유·의복,섬유·의복,소재기획실디자이너,0,계약직,"서울,인천,경기",기타,식품,미응시,無,70.0,0개월,x,서울,인천,경기
경영·기획·회계·사무,사무·총무·법무,"일본어,교육,기획,경영,총무,사무,통역,번역",0,계약직,"경기,충남,일본",한밭대학교,일본,JPT,有,90.0,0개월,x,경기,충남,일본
경영·기획·회계·사무,사무·총무·법무,"일본어,교육,기획,경영,총무,사무,통역,번역",0,계약직,"경기,충남,일본",한밭대학교,일본,JPT,有,90.0,0개월,x,경기,충남,일본
경영·기획·회계·사무,마케팅·마케팅기획,"마케팅,마케팅기획",3,계약직,"서울,경기,",서울여자대학교,식품,TOEIC,無,80.0,3개월,x,서울,서울,서울
경영·기획·회계·사무,경리·회계,"경리,회계,급여관리,전표작성,문서작성,입찰업무,거래처관리",60,정규직,"서울,경기,",서원대학교,교육,미응시,無,70.0,5년 0개월,x,서울,서울,서울
영업·판매·TM,영업·영업기획,의료,0,계약직,"제주,서울,경기",제주대학교,해양,미응시,無,50.0,0개월,x,제주,서울,경기
IT·게임,웹프로그래머,"Notes,Domino,ASP,Jsp,Php,Mssql,Nt,Linux,AS400,MSSQL,Mysql,DB2,Oracle,",0,계약직,"서울,경기,광주",호남대학교,컴퓨터,미응시,無,40.0,0개월,x,서울,경기,광주
영업·판매·TM,영업관리·영업지원,"영업,영업관리,사무관리",0,계약직,"서울,,",성공회대학교,정보,미응시,無,80.0,0개월,x,서울,서울,서울
디자인,의류·패션·잡화디자인,"디자인,아동복디자인,유아복디자인",0,계약직,"서울,경기,",동덕여자대학교,디자인,미응시,無,80.0,0개월,x,서울,서울,서울
전문·교육·자격,기타 전문·교육·자격,"사무직,전문직",96,"정규직, 계약직","경기,경기,",기타,행정,미응시,無,70.0,8년 0개월,x,경기,경기,경기
영업·판매·TM,기술영업,"자동차부품업체,기술영업",71,정규직,"서울,기타,기타",기타,환경,TOEIC,有,60.0,5년 11개월,x,서울,기타,기타
경영·기획·회계·사무,사무·총무·법무,"은행,증권,문서작성,엑셀,워드,일반사무,총무,신용협동조합,파워포인트",78,정규직,"서울,경기,",한성대학교,국어,기타,有,80.0,6년 6개월,x,서울,서울,서울
영업·판매·TM,해외영업,현지관리,0,계약직,"중국,해외,",성균관대학교,중국,HSK,無,70.0,0개월,x,중국,중국,중국
IT·게임,웹기획·웹마케팅·PM,"PM,프로젝트매니저,PM,MFC,JAVA,VISUALC++,모델링",222,"정규직, 계약직","서울,인천,경기",동아대학교,전자,미응시,有,60.0,18년 6개월,x,서울,인천,경기
경영·기획·회계·사무,비서·인포메이션·수행·안내,photoshop영어일본어사무비서,0,계약직,"경기,서울,해외",성균관대학교,교육,불확실,有,80.0,0개월,x,경기,서울,해외
